Company Name,Search ID,Promotion Price,No Promotion Price,Departure Date,Departure Time,Arrival Time,Arrival Date,Arrival Location,Departure Location,Class
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,00:05,06:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,00:05,06:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Águia Branca EB,1,,269.99,2023-07-16 00:00:00,00:05,06:20,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,00:05,06:20,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,00:25,06:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,00:25,06:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,1,,79.87,2023-07-16 00:00:00,00:35,07:05,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,06:00,12:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,06:30,13:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,1,,199.9,2023-07-16 00:00:00,07:30,13:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama - Direto
Expresso Adamantina,1,,99.99,2023-07-16 00:00:00,07:30,15:50,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
1001,1,,89.87,2023-07-16 00:00:00,07:30,13:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Direto
Águia Branca EB,1,,220.0,2023-07-16 00:00:00,08:00,14:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Penha,1,,88.91,2023-07-16 00:00:00,08:00,14:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Penha,1,,241.08,2023-07-16 00:00:00,08:00,14:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
Expresso Do Sul,1,,199.9,2023-07-16 00:00:00,08:30,15:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,1,,199.9,2023-07-16 00:00:00,08:45,15:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Catarinense,1,,74.99,2023-07-16 00:00:00,09:00,15:20,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,1,,89.07,2023-07-16 00:00:00,09:30,15:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Penha,1,,229.56,2023-07-16 00:00:00,09:30,15:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
1001,1,,79.34,2023-07-16 00:00:00,09:30,16:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo - DD
1001,1,,89.87,2023-07-16 00:00:00,09:30,16:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,1,,79.87,2023-07-16 00:00:00,09:45,15:47,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Kaissara,1,,89.0,2023-07-16 00:00:00,10:00,16:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Expresso Do Sul,1,,199.9,2023-07-16 00:00:00,10:45,17:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Penha,1,,109.15,2023-07-16 00:00:00,10:55,16:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Penha,1,,87.15,2023-07-16 00:00:00,10:55,16:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,1,,79.87,2023-07-16 00:00:00,11:30,18:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,1,,199.9,2023-07-16 00:00:00,11:30,18:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,1,,119.99,2023-07-16 00:00:00,11:31,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Semileito - DD
1001,1,,199.99,2023-07-16 00:00:00,11:31,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Leito-Cama
Wemobi,1,,109.9,2023-07-16 00:00:00,11:45,18:35,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown",Leito
1001,1,,79.87,2023-07-16 00:00:00,11:45,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Águia Branca EB,1,,220.0,2023-07-16 00:00:00,12:00,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Expresso Adamantina,1,,104.99,2023-07-16 00:00:00,12:30,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Expresso Adamantina,1,,94.99,2023-07-16 00:00:00,12:30,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Non Stop
Expresso Do Sul,1,,199.9,2023-07-16 00:00:00,12:30,19:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,1,,69.99,2023-07-16 00:00:00,12:45,19:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Catarinense,1,,74.99,2023-07-16 00:00:00,13:00,19:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,1,,79.91,2023-07-16 00:00:00,13:00,19:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Catarinense,1,,259.99,2023-07-16 00:00:00,13:00,21:45,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Catarinense,1,,89.99,2023-07-16 00:00:00,13:00,21:45,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,1,,209.92,2023-07-16 00:00:00,13:00,19:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
Expresso Adamantina,1,,119.99,2023-07-16 00:00:00,13:00,21:10,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Wemobi,1,,145.9,2023-07-16 00:00:00,13:15,20:35,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Shopping Bossa Nova",Leito
1001,1,,79.87,2023-07-16 00:00:00,13:30,20:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,1,,79.87,2023-07-16 00:00:00,13:45,19:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Catarinense,1,,29.99,2023-07-16 00:00:00,13:45,22:00,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
1001,1,,114.99,2023-07-16 00:00:00,14:01,20:11,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Executivo - DD
1001,1,,199.99,2023-07-16 00:00:00,14:01,20:11,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Leito-Cama
Águia Branca EB,1,,89.91,2023-07-16 00:00:00,14:15,20:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Do Sul,1,,199.9,2023-07-16 00:00:00,14:30,21:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Catarinense,1,,169.99,2023-07-16 00:00:00,14:30,21:30,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Do Sul,1,,69.99,2023-07-16 00:00:00,14:45,20:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Penha,1,,209.92,2023-07-16 00:00:00,15:00,21:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
1001,1,,89.87,2023-07-16 00:00:00,15:30,21:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - Direto
1001,1,,199.9,2023-07-16 00:00:00,15:45,22:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Águia Branca EB,1,,89.9,2023-07-16 00:00:00,16:00,22:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Catarinense,1,,29.99,2023-07-16 00:00:00,16:00,00:20,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,16:15,22:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,16:30,23:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,69.99,2023-07-16 00:00:00,16:45,22:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Penha,1,,216.42,2023-07-16 00:00:00,17:00,23:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
Expresso Adamantina,1,,99.99,2023-07-16 00:00:00,17:00,23:59,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Penha,1,,99.41,2023-07-16 00:00:00,17:00,23:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Kaissara,1,,99.99,2023-07-16 00:00:00,17:00,23:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
1001,1,,199.9,2023-07-16 00:00:00,17:30,23:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,1,,79.87,2023-07-16 00:00:00,17:30,23:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Águia Branca EB,1,,109.91,2023-07-16 00:00:00,18:00,00:15,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Águia Branca EB,1,,79.89,2023-07-16 00:00:00,18:00,00:15,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,18:05,00:35,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,18:05,00:35,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,79.87,2023-07-16 00:00:00,19:50,02:20,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
1001,1,,69.99,2023-07-16 00:00:00,21:15,03:01,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Águia Branca EB,1,,119.91,2023-07-16 00:00:00,21:30,03:45,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Adamantina,1,,119.99,2023-07-16 00:00:00,21:30,04:30,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Catarinense,1,,79.99,2023-07-16 00:00:00,21:30,04:00,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Águia Branca EB,1,,79.89,2023-07-16 00:00:00,21:30,03:45,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Catarinense,1,,74.99,2023-07-16 00:00:00,21:50,04:30,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,21:55,04:10,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Águia Branca EB,1,,269.99,2023-07-16 00:00:00,21:55,04:10,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Penha,1,,84.72,2023-07-16 00:00:00,22:00,04:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
1001,1,,74.87,2023-07-16 00:00:00,22:15,04:49,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Penha,1,,99.41,2023-07-16 00:00:00,22:30,04:30,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,22:30,05:15,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,22:30,05:15,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Wemobi,1,,145.9,2023-07-16 00:00:00,22:30,05:20,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown",Leito
Águia Branca EB,1,,89.9,2023-07-16 00:00:00,22:40,04:55,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
1001,1,,79.87,2023-07-16 00:00:00,22:44,05:14,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Wemobi,1,,209.9,2023-07-16 00:00:00,22:45,05:35,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Penha,1,,89.91,2023-07-16 00:00:00,23:00,05:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Catarinense,1,,79.99,2023-07-16 00:00:00,23:00,05:29,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Kaissara,1,,129.99,2023-07-16 00:00:00,23:00,05:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,1,,269.99,2023-07-16 00:00:00,23:01,05:31,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Leito-Cama
1001,1,,259.9,2023-07-16 00:00:00,23:10,05:11,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Águia Branca EB,1,,99.9,2023-07-16 00:00:00,23:15,05:30,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,1,,74.87,2023-07-16 00:00:00,23:15,05:45,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,23:30,06:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,23:30,06:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Penha,1,,85.06,2023-07-16 00:00:00,23:30,06:00,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
1001,1,,119.99,2023-07-16 00:00:00,23:31,06:01,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Semileito - DD
Águia Branca EB,1,,269.99,2023-07-16 00:00:00,23:40,05:55,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,23:40,05:55,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,1,,89.91,2023-07-16 00:00:00,23:45,05:45,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Wemobi,1,,149.9,2023-07-16 00:00:00,23:45,06:25,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Do Sul,1,,79.87,2023-07-16 00:00:00,23:45,06:15,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Catarinense,1,,74.99,2023-07-16 00:00:00,23:50,06:20,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Catarinense,1,,74.99,2023-07-16 00:00:00,23:50,06:20,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo - DD
Águia Branca EB,1,,79.9,2023-07-16 00:00:00,23:58,06:13,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Expresso Do Sul,1,,89.87,2023-07-16 00:00:00,23:58,05:58,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,1,,259.9,2023-07-16 00:00:00,23:58,05:58,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Kaissara,1,,89.0,2023-07-16 00:00:00,23:59,05:59,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
1001,1,,119.99,2023-07-16 00:00:00,23:59,06:29,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Semileito - DD
Expresso Adamantina,1,,119.99,2023-07-16 00:00:00,23:59,05:44,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Non Stop
Expresso Adamantina,1,,129.99,2023-07-16 00:00:00,23:59,05:44,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Catarinense,1,,169.99,2023-07-16 00:00:00,23:59,06:29,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,1,,259.9,2023-07-16 00:00:00,23:59,06:04,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama - Direto
Catarinense,1,,79.99,2023-07-16 00:00:00,23:59,06:29,2023-07-17,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Penha,1,,143.15,2023-07-16 00:00:00,23:59,05:59,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Penha,1,,155.16,2023-07-16 00:00:00,23:59,05:59,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
1001,1,,269.99,2023-07-16 00:00:00,23:59,06:29,2023-07-17,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Leito-Cama
Expresso Do Sul,1,,259.9,2023-07-01 00:00:00,00:05,06:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,1,,99.87,2023-07-01 00:00:00,00:05,06:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Águia Branca EB,1,,294.99,2023-07-01 00:00:00,00:05,06:20,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
1001,1,,259.9,2023-07-01 00:00:00,00:15,06:16,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Águia Branca EB,1,,99.9,2023-07-01 00:00:00,00:20,06:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
Penha,1,,90.08,2023-07-01 00:00:00,00:30,06:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
1001,1,,89.87,2023-07-01 00:00:00,00:35,06:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
1001,1,,259.9,2023-07-01 00:00:00,00:35,06:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,1,,89.87,2023-07-01 00:00:00,00:40,06:40,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
Águia Branca EB,1,,89.89,2023-07-01 00:00:00,01:15,07:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Expresso Do Sul,1,,259.9,2023-07-01 00:00:00,01:50,07:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,1,,99.87,2023-07-01 00:00:00,01:50,07:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
1001,1,,89.87,2023-07-01 00:00:00,02:30,08:40,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Águia Branca EB,1,,89.89,2023-07-01 00:00:00,06:00,12:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Águia Branca EB,1,,219.98,2023-07-01 00:00:00,06:00,12:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
Catarinense,1,,139.99,2023-07-01 00:00:00,06:15,15:40,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Semileito - DD
Expresso Do Sul,1,,199.9,2023-07-01 00:00:00,06:30,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,1,,99.87,2023-07-01 00:00:00,06:30,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Expresso Do Sul,1,,79.99,2023-07-01 00:00:00,06:45,13:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional
Penha,1,,100.08,2023-07-01 00:00:00,07:00,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Penha,1,,219.58,2023-07-01 00:00:00,07:00,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Kaissara,1,,89.0,2023-07-01 00:00:00,07:15,13:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
1001,1,,99.87,2023-07-01 00:00:00,07:30,13:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - Direto
Expresso Adamantina,1,,89.99,2023-07-01 00:00:00,07:30,15:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
1001,1,,199.9,2023-07-01 00:00:00,07:30,13:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama - Direto
1001,1,,79.99,2023-07-01 00:00:00,07:45,14:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional
Expresso Do Sul,1,,99.87,2023-07-01 00:00:00,08:30,15:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Expresso Do Sul,1,,199.9,2023-07-01 00:00:00,08:30,15:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
1001,1,,89.87,2023-07-01 00:00:00,09:30,16:01,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Penha,1,,219.58,2023-07-01 00:00:00,09:30,15:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Águia Branca EB,1,,99.9,2023-07-01 00:00:00,10:00,16:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
1001,1,,114.99,2023-07-01 00:00:00,10:00,16:30,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Convencional - DD
1001,1,,179.99,2023-07-01 00:00:00,10:00,16:30,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,1,,199.9,2023-07-01 00:00:00,10:30,17:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
