Company Name,Search ID,Promotion Price,No Promotion Price,Departure Date,Departure Time,Arrival Time,Arrival Date,Arrival Location,Departure Location,Class
1001,3,,259.9,2023-07-01 00:00:00,02:00,08:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
1001,3,,89.87,2023-07-01 00:00:00,02:30,08:40,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Águia Branca EB,3,,89.89,2023-07-01 00:00:00,06:00,12:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Águia Branca EB,3,,219.98,2023-07-01 00:00:00,06:00,12:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
Catarinense,3,,139.99,2023-07-01 00:00:00,06:15,15:40,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Semileito - DD
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,06:30,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,99.87,2023-07-01 00:00:00,06:30,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Expresso Do Sul,3,,79.99,2023-07-01 00:00:00,06:45,13:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional
Penha,3,,100.08,2023-07-01 00:00:00,07:00,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Penha,3,,219.58,2023-07-01 00:00:00,07:00,13:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Kaissara,3,,89.0,2023-07-01 00:00:00,07:15,13:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
1001,3,,99.87,2023-07-01 00:00:00,07:30,13:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - Direto
Expresso Adamantina,3,,89.99,2023-07-01 00:00:00,07:30,15:50,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
1001,3,,199.9,2023-07-01 00:00:00,07:30,13:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama - Direto
1001,3,,79.99,2023-07-01 00:00:00,07:45,14:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional
Águia Branca EB,3,,99.9,2023-07-01 00:00:00,08:00,14:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Águia Branca EB,3,,219.98,2023-07-01 00:00:00,08:00,14:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
Expresso Do Sul,3,,99.87,2023-07-01 00:00:00,08:30,15:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,08:30,15:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Catarinense,3,,84.99,2023-07-01 00:00:00,09:00,15:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Catarinense,3,,79.9,2023-07-01 00:00:00,09:00,15:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo - DD
Catarinense,3,,79.99,2023-07-01 00:00:00,09:00,18:05,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Convencional
1001,3,,89.87,2023-07-01 00:00:00,09:30,16:01,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Penha,3,,219.58,2023-07-01 00:00:00,09:30,15:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
1001,3,,89.87,2023-07-01 00:00:00,09:30,16:01,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Penha,3,,75.32,2023-07-01 00:00:00,09:30,15:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Águia Branca EB,3,,99.9,2023-07-01 00:00:00,10:00,16:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
1001,3,,114.99,2023-07-01 00:00:00,10:00,16:30,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Convencional - DD
1001,3,,179.99,2023-07-01 00:00:00,10:00,16:30,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,10:30,17:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,99.87,2023-07-01 00:00:00,10:30,17:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Expresso Do Sul,3,,89.87,2023-07-01 00:00:00,10:45,17:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,10:45,17:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Penha,3,,110.9,2023-07-01 00:00:00,11:00,17:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Individual
Penha,3,,88.4,2023-07-01 00:00:00,11:00,17:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
1001,3,,89.87,2023-07-01 00:00:00,11:30,18:01,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
1001,3,,199.9,2023-07-01 00:00:00,11:30,18:01,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Águia Branca EB,3,,89.9,2023-07-01 00:00:00,12:00,18:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Águia Branca EB,3,,99.89,2023-07-01 00:00:00,12:00,18:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
Expresso Adamantina,3,,99.99,2023-07-01 00:00:00,12:30,18:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Non Stop
Expresso Adamantina,3,,149.97,2023-07-01 00:00:00,12:30,18:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Individual
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,12:30,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,99.87,2023-07-01 00:00:00,12:30,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
1001,3,,114.99,2023-07-01 00:00:00,12:59,19:29,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Convencional - DD
1001,3,,179.99,2023-07-01 00:00:00,12:59,19:29,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Leito-Cama
Penha,3,,80.2,2023-07-01 00:00:00,13:00,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Kaissara,3,,89.0,2023-07-01 00:00:00,13:00,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Penha,3,,233.49,2023-07-01 00:00:00,13:00,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Catarinense,3,,84.99,2023-07-01 00:00:00,13:00,19:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Catarinense,3,,74.9,2023-07-01 00:00:00,13:00,19:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Kaissara,3,,129.99,2023-07-01 00:00:00,13:00,19:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
1001,3,,89.87,2023-07-01 00:00:00,13:30,20:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
1001,3,,199.9,2023-07-01 00:00:00,13:30,20:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Águia Branca EB,3,,99.9,2023-07-01 00:00:00,14:00,20:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
Expresso Do Sul,3,,199.9,2023-07-01 00:00:00,14:30,21:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,99.87,2023-07-01 00:00:00,14:30,21:00,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Penha,3,,99.91,2023-07-01 00:00:00,14:30,20:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Penha,3,,232.85,2023-07-01 00:00:00,14:30,20:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
1001,3,,99.87,2023-07-01 00:00:00,15:30,21:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - Direto
1001,3,,199.9,2023-07-01 00:00:00,15:30,21:35,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama - Direto
Águia Branca EB,3,,89.9,2023-07-01 00:00:00,16:00,22:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Águia Branca EB,3,,219.98,2023-07-01 00:00:00,16:00,22:15,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
1001,3,,129.99,2023-07-01 00:00:00,16:30,22:40,2023-07-01,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Convencional
Expresso Adamantina,3,,99.99,2023-07-01 00:00:00,17:00,23:59,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
Catarinense,3,,79.99,2023-07-01 00:00:00,17:05,02:05,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Convencional
1001,3,,199.9,2023-07-01 00:00:00,17:30,23:45,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Penha,3,,219.58,2023-07-01 00:00:00,17:30,23:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
1001,3,,89.87,2023-07-01 00:00:00,17:30,23:45,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Penha,3,,88.82,2023-07-01 00:00:00,17:30,23:30,2023-07-01,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Expresso Do Sul,3,,259.9,2023-07-01 00:00:00,18:05,00:35,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Kaissara,3,,89.0,2023-07-01 00:00:00,19:30,03:30,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Kaissara,3,,147.95,2023-07-01 00:00:00,19:30,03:30,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
Expresso Do Sul,3,,79.99,2023-07-01 00:00:00,19:50,02:20,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional
Águia Branca EB,3,,89.89,2023-07-01 00:00:00,21:50,04:05,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - DD
Águia Branca EB,3,,269.98,2023-07-01 00:00:00,21:50,04:05,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
Expresso Do Sul,3,,259.9,2023-07-01 00:00:00,22:30,05:15,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Wemobi,3,,105.9,2023-07-01 00:00:00,22:30,05:35,2023-07-02,"Rio de Janeiro, RJ - Shopping Bossa Nova","Sao Paulo, SP - Barra Funda",Leito
Wemobi,3,,155.9,2023-07-01 00:00:00,22:30,05:10,2023-07-02,"Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown","Sao Paulo, SP - Barra Funda",Leito
AGUIA FLEX,3,,79.89,2023-07-01 00:00:00,22:40,05:55,2023-07-02,"Rio de Janeiro, RJ - Barra da Tijuca - Parque das Rosas","Sao Paulo, SP - Tiete",Semileito - DD
AGUIA FLEX,3,,159.9,2023-07-01 00:00:00,22:40,05:55,2023-07-02,"Rio de Janeiro, RJ - Barra da Tijuca - Parque das Rosas","Sao Paulo, SP - Tiete",Leito - Cama DD
Catarinense,3,,199.99,2023-07-01 00:00:00,22:50,05:20,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Leito
Expresso Adamantina,3,,109.99,2023-07-01 00:00:00,22:55,06:30,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
Wemobi,3,,195.9,2023-07-01 00:00:00,23:00,05:40,2023-07-02,"Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown","Sao Paulo, SP - Barra Funda",Leito-Cama
Kaissara,3,,89.0,2023-07-01 00:00:00,23:00,05:00,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
Penha,3,,311.49,2023-07-01 00:00:00,23:00,05:00,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Wemobi,3,,105.9,2023-07-01 00:00:00,23:00,05:40,2023-07-02,"Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown","Sao Paulo, SP - Barra Funda",Leito
Penha,3,,85.21,2023-07-01 00:00:00,23:00,05:00,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
1001,3,,259.9,2023-07-01 00:00:00,23:10,05:40,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
1001,3,,89.87,2023-07-01 00:00:00,23:10,05:40,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
Águia Branca EB,3,,109.91,2023-07-01 00:00:00,23:20,05:35,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito
Penha,3,,318.86,2023-07-01 00:00:00,23:30,06:00,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama
Penha,3,,84.91,2023-07-01 00:00:00,23:30,06:00,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
1001,3,,114.99,2023-07-01 00:00:00,23:36,05:46,2023-07-02,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Executivo - DD
Águia Branca EB,3,,269.98,2023-07-01 00:00:00,23:40,05:55,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Cama DD
Águia Branca EB,3,,99.9,2023-07-01 00:00:00,23:40,05:55,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Convencional - DD
1001,3,,259.9,2023-07-01 00:00:00,23:40,06:20,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
Wemobi,3,,139.9,2023-07-01 00:00:00,23:45,06:15,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Barra Funda",Leito
Expresso Do Sul,3,,89.87,2023-07-01 00:00:00,23:45,06:15,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Executivo
1001,3,,249.99,2023-07-01 00:00:00,23:58,06:28,2023-07-02,"Rio de Janeiro, RJ - Campo Grande","Sao Paulo, SP - Tiete",Leito-Cama
Expresso Do Sul,3,,259.9,2023-07-01 00:00:00,23:58,06:48,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito-Cama
1001,3,,99.87,2023-07-01 00:00:00,23:59,06:04,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito - Direto
Expresso Adamantina,3,,109.99,2023-07-01 00:00:00,23:59,05:44,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Individual
Expresso Adamantina,3,,99.99,2023-07-01 00:00:00,23:59,05:44,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Leito - Non Stop
Kaissara,3,,95.0,2023-07-01 00:00:00,23:59,06:15,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Semileito
1001,3,,259.9,2023-07-01 00:00:00,23:59,06:04,2023-07-02,"Rio de Janeiro, RJ - Rodov. do Rio","Sao Paulo, SP - Tiete",Cama - Direto
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,00:05,06:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,4,,259.9,2023-07-16 00:00:00,00:05,06:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,00:25,06:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,4,,259.9,2023-07-16 00:00:00,00:25,06:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,4,,259.9,2023-07-16 00:00:00,00:35,07:05,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,4,,259.9,2023-07-16 00:00:00,02:00,08:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Kaissara,4,,89.81,2023-07-16 00:00:00,05:15,12:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Águia Branca EB,4,,220.0,2023-07-16 00:00:00,06:00,12:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,06:30,13:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,06:30,13:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,06:45,13:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
1001,4,,199.9,2023-07-16 00:00:00,07:30,13:35,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama - Direto
Expresso Adamantina,4,,99.99,2023-07-16 00:00:00,07:30,15:50,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
1001,4,,69.99,2023-07-16 00:00:00,07:45,14:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Águia Branca EB,4,,220.0,2023-07-16 00:00:00,08:00,14:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Águia Branca EB,4,,99.9,2023-07-16 00:00:00,08:00,14:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,08:45,15:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,08:45,15:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Catarinense,4,,74.99,2023-07-16 00:00:00,09:00,15:20,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,4,,89.07,2023-07-16 00:00:00,09:30,15:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Penha,4,,229.56,2023-07-16 00:00:00,09:30,15:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Cama
1001,4,,79.87,2023-07-16 00:00:00,09:45,15:47,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Kaissara,4,,89.0,2023-07-16 00:00:00,10:00,16:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Executivo
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,10:30,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,10:30,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,10:45,17:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,10:45,17:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Convencional - DD
Penha,4,,109.15,2023-07-16 00:00:00,10:55,16:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Penha,4,,87.15,2023-07-16 00:00:00,10:55,16:55,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,4,,119.99,2023-07-16 00:00:00,11:31,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Semileito - DD
1001,4,,199.99,2023-07-16 00:00:00,11:31,17:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Leito-Cama
Wemobi,4,,109.9,2023-07-16 00:00:00,11:45,18:35,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Barra da Tijuca - Shopping Uptown",Leito
1001,4,,79.87,2023-07-16 00:00:00,11:45,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Águia Branca EB,4,,220.0,2023-07-16 00:00:00,12:00,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Cama DD
Expresso Adamantina,4,,104.99,2023-07-16 00:00:00,12:30,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Individual
Expresso Adamantina,4,,94.99,2023-07-16 00:00:00,12:30,18:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito - Non Stop
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,12:30,19:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Catarinense,4,,74.99,2023-07-16 00:00:00,13:00,19:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
Penha,4,,79.91,2023-07-16 00:00:00,13:00,19:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Catarinense,4,,259.99,2023-07-16 00:00:00,13:00,21:45,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Catarinense,4,,89.99,2023-07-16 00:00:00,13:00,21:45,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,4,,79.87,2023-07-16 00:00:00,13:30,20:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
1001,4,,79.87,2023-07-16 00:00:00,13:45,19:45,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito
Catarinense,4,,29.99,2023-07-16 00:00:00,13:45,22:00,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Convencional
Águia Branca EB,4,,89.91,2023-07-16 00:00:00,14:00,20:15,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
1001,4,,114.99,2023-07-16 00:00:00,14:01,20:11,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Campo Grande",Executivo - DD
Águia Branca EB,4,,89.91,2023-07-16 00:00:00,14:15,20:30,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Do Sul,4,,199.9,2023-07-16 00:00:00,14:30,21:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Leito-Cama
Catarinense,4,,169.99,2023-07-16 00:00:00,14:30,21:30,2023-07-16,"Sao Paulo, SP - Barra Funda","Rio de Janeiro, RJ - Rodov. do Rio",Leito
Expresso Do Sul,4,,89.87,2023-07-16 00:00:00,14:30,21:00,2023-07-16,"Sao Paulo, SP - Tiete","Rio de Janeiro, RJ - Rodov. do Rio",Semileito - DD
